Metrix_name,uniqueID,Text_
"Emergency cancer admissions",8394,"8.74 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8395,"70.59% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8396,"43.22% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8397,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8398,"1.23 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8399,"0.77 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8400,"65.57% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8401,"80.26% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8402,"96.77% of people with schizophrenia"
"Mental health â€“ care plans",8403,"93.10% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8404,"8.06% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8405,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8406,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8407,"74.62% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8408,"76.13% of patients reported they were satisfied with the opening hours"
Responsive,8409,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8410,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8411,"31.35% of patients reported they see or speak to a GP they prefer"
"Smoking support",8412,"97.88% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8413,"69.72% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8414,"90.80% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8415,"100 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8416,"0.35 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8417,"5.68% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8418,"80.00% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8419,"0.29 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8420,"97.56% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8421,"89.23% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8422,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8423,"Performing as or better than expected for 4 out of 6 indicators"
"Cervical cancer screening",8424,"87.97% of women have attended cervical screening"
"Chronic Disease Management",8425,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8426,"Low priority (Band 5)"
"Dementia review",8427,"81.82% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8428,"84.33% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8429,"86.67% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8430,"86.12% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8431,"97.99% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8432,"89.16% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8433,"92.91% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8434,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8435,"91.02% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8436,"27.81 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8437,"8.74 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8438,"70.59% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8439,"43.22% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8440,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8441,"1.23 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8442,"0.77 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8443,"65.57% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8444,"80.26% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8445,"96.77% of people with schizophrenia"
"Mental health â€“ care plans",8446,"93.10% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8447,"8.06% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8448,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8449,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8450,"74.62% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8451,"76.13% of patients reported they were satisfied with the opening hours"
Responsive,8452,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8453,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8454,"31.35% of patients reported they see or speak to a GP they prefer"
"Smoking support",8455,"97.88% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8456,"69.72% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8457,"90.80% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8458,"100 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8459,"0.35 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8460,"5.68% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8461,"80.00% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8462,"0.29 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8463,"97.56% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8464,"89.23% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8465,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8466,"Performing as or better than expected for 4 out of 6 indicators"
"Cervical cancer screening",8467,"87.97% of women have attended cervical screening"
"Chronic Disease Management",8468,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8469,"Low priority (Band 5)"
"Dementia review",8470,"81.82% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8471,"84.33% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8472,"86.67% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
